Initial temperature,Pressure,Fi,Autoignition time,Final Temperature
1000.0
,101325.0
,,0.20000000000000001,99.999500000079351,1000.1304582420548
,,0.59999999999999998,99.999500000079351,1000.3719958200818
,,1.0,99.999500000079351,1000.56649397038
,,1.3999999999999999,99.999500000079351,1000.7261308743599
,,1.7999999999999998,99.999500000079351,1000.8596077283429
,,2.2000000000000002,99.999500000079351,1000.9728826987728
,,2.6000000000000001,99.999500000079351,1001.0701853997684
,,2.9999999999999996,99.999500000079351,1001.1546178380542
,,3.3999999999999999,99.999500000079351,1001.2285154005129
,,3.7999999999999998,99.999500000079351,1001.2936742854899
,131722.0
,,0.20000000000000001,99.999500000079351,1000.1788605041476
,,0.59999999999999998,99.999500000079351,1000.5077860512904
,,1.0,99.999500000079351,1000.7696673775205
,,1.3999999999999999,99.999500000079351,1000.9832739784445
,,1.7999999999999998,99.999500000079351,1001.161195147179
,,2.2000000000000002,99.999500000079351,1001.3118137868419
,,2.6000000000000001,99.999500000079351,1001.4409824341785
,,2.9999999999999996,99.999500000079351,1001.5529458514534
,,3.3999999999999999,99.999500000079351,1001.6508746640144
,,3.7999999999999998,99.999500000079351,1001.7371931101337
,162120.0
,,0.20000000000000001,99.999500000079351,1000.2286669567226
,,0.59999999999999998,99.999500000079351,1000.645609763768
,,1.0,99.999500000079351,1000.9748111611494
,,1.3999999999999999,99.999500000079351,1001.2421254305116
,,1.7999999999999998,99.999500000079351,1001.464171981488
,,2.2000000000000002,99.999500000079351,1001.6518102199379
,,2.6000000000000001,99.999500000079351,1001.8125357128539
,,2.9999999999999996,99.999500000079351,1001.9517434376419
,,3.3999999999999999,99.999500000079351,1002.0734411547539
,,3.7999999999999998,99.999500000079351,1002.1806807262318
,192517.0
,,0.20000000000000001,99.999500000079351,1000.2795649784542
,,0.59999999999999998,99.999500000079351,1000.7847109076256
,,1.0,99.999500000079351,1001.1809479140715
,,1.3999999999999999,99.999500000079351,1001.5015909617779
,,1.7999999999999998,99.999500000079351,1001.7673818089911
,,2.2000000000000002,99.999500000079351,1001.9916844087605
,,2.6000000000000001,99.999500000079351,1002.1836449258246
,,2.9999999999999996,99.999500000079351,1002.3498087267943
,,3.3999999999999999,99.999500000079351,1002.4950183010079
,,3.7999999999999998,99.999500000079351,1002.6229498894348
,222915.0
,,0.20000000000000001,99.999500000079351,1000.3313428925893
,,0.59999999999999998,99.999500000079351,1000.9246254122787
,,1.0,99.999500000079351,1001.3875079527546
,,1.3999999999999999,99.999500000079351,1001.7610602717184
,,1.7999999999999998,99.999500000079351,1002.0702060779965
,,2.2000000000000002,99.999500000079351,1002.3308268287016
,,2.6000000000000001,99.999500000079351,1002.5537188603781
,,2.9999999999999996,99.999500000079351,1002.7465738555373
,,3.3999999999999999,99.999500000079351,1002.9150639353358
,,3.7999999999999998,99.999500000079351,1003.0634850690869
,253312.0
,,0.20000000000000001,99.999500000079351,1000.3838350940821
,,0.59999999999999998,99.999500000079351,1001.0650167068892
,,1.0,99.999500000079351,1001.5940925860104
,,1.3999999999999999,99.999500000079351,1002.0201194452126
,,1.7999999999999998,99.999500000079351,1002.372238496115
,,2.2000000000000002,99.999500000079351,1002.6688504292075
,,2.6000000000000001,99.999500000079351,1002.922395942078
,,2.9999999999999996,99.999500000079351,1003.1417054417857
,,3.3999999999999999,99.999500000079351,1003.3332741314708
,,3.7999999999999998,99.999500000079351,1003.5020117457568
,283710.0
,,0.20000000000000001,99.999500000079351,1000.4369159110347
,,0.59999999999999998,99.999500000079351,1001.2056538520558
,,1.0,99.999500000079351,1001.8004464805286
,,1.3999999999999999,99.999500000079351,1002.2785219615771
,,1.7999999999999998,99.999500000079351,1002.6732565109756
,,2.2000000000000002,99.999500000079351,1003.0055640047619
,,2.6000000000000001,99.999500000079351,1003.289519261359
,,2.9999999999999996,99.999500000079351,1003.535082026339
,,3.3999999999999999,99.999500000079351,1003.7495623648531
,,3.7999999999999998,99.999500000079351,1003.9384774126116
,314107.0
,,0.20000000000000001,99.999500000079351,1000.4904754098612
,,0.59999999999999998,99.999500000079351,1001.3463444484863
,,1.0,99.999500000079351,1002.0063615804318
,,1.3999999999999999,99.999500000079351,1002.5360712616492
,,1.7999999999999998,99.999500000079351,1002.9730877907315
,,2.2000000000000002,99.999500000079351,1003.3408253541602
,,2.6000000000000001,99.999500000079351,1003.6549792687039
,,2.9999999999999996,99.999500000079351,1003.9266273814806
,,3.3999999999999999,99.999500000079351,1004.163885535124
,,3.7999999999999998,99.999500000079351,1004.3728711081066
,344505.0
,,0.20000000000000001,99.999500000079351,1000.5444271129172
,,0.59999999999999998,99.999500000079351,1001.4869542997041
,,1.0,99.999500000079351,1002.2117079842543
,,1.3999999999999999,99.999500000079351,1002.792661798472
,,1.7999999999999998,99.999500000079351,1003.2716598402249
,,2.2000000000000002,99.999500000079351,1003.67459846935
,,2.6000000000000001,99.999500000079351,1004.0187777362496
,,2.9999999999999996,99.999500000079351,1004.3163806366913
,,3.3999999999999999,99.999500000079351,1004.5763190270969
,,3.7999999999999998,99.999500000079351,1004.8053030038627
,374902.0
,,0.20000000000000001,99.999500000079351,1000.598690282134
,,0.59999999999999998,99.999500000079351,1001.6273599327509
,,1.0,99.999500000079351,1002.4163655721209
,,1.3999999999999999,99.999500000079351,1003.0481948260066
,,1.7999999999999998,99.999500000079351,1003.568903176571
,,2.2000000000000002,99.999500000079351,1004.0068469016994
,,2.6000000000000001,99.999500000079351,1004.380912200008
,,2.9999999999999996,99.999500000079351,1004.7043733803774
,,3.3999999999999999,99.999500000079351,1004.9869275826346
,,3.7999999999999998,99.999500000079351,1005.2358701290511
,405300.0
,,0.20000000000000001,99.999500000079351,1000.653201391135
,,0.59999999999999998,99.999500000079351,1001.767478629607
,,1.0,99.999500000079351,1002.6202689163188
,,1.3999999999999999,99.999500000079351,1003.302635340075
,,1.7999999999999998,99.999500000079351,1003.8648188323712
,,2.2000000000000002,99.999500000079351,1004.3376094786249
,,2.6000000000000001,99.999500000079351,1004.7414596646656
,,2.9999999999999996,99.999500000079351,1005.0907198251027
,,3.3999999999999999,99.999500000079351,1005.3958617114982
,,3.7999999999999998,99.999500000079351,1005.6647572402657
1100.0
,101325.0
,,0.20000000000000001,45.160500000024506,2807.6674553977723
,,0.59999999999999998,34.190500000013536,3333.9254890749726
,,1.0,29.943500000009294,3483.7205000171248
,,1.3999999999999999,27.553500000006903,3505.1807468125648
,,1.7999999999999998,25.996500000005344,3415.0210673876595
,,2.2000000000000002,24.897500000004246,3221.4124295973347
,,2.6000000000000001,24.079500000003428,2959.4414789486909
,,2.9999999999999996,23.448500000002795,2653.0828967252492
,,3.3999999999999999,22.948500000002298,2313.336225089352
,,3.7999999999999998,22.543500000001892,2010.6451733582594
,131722.0
